country,year,disease_name,disease_category,prevalence_rate_pct,incidence_rate_pct,mortality_rate_pct,age_group,gender,population_affected,healthcare_access_pct,doctors_per_1000,hospital_beds_per_1000,treatment_type,average_treatment_cost_usd,availability_of_vaccines/treatment,recovery_rate_pct,dalys,improvement_in_5_years_pct,per_capita_income_usd,education_index,urbanization_rate_pct,outlier_mortality,disease_burden_score,mortality_prevalence_ratio,risk_level,health_infra_index
Argentina,2012,Parkinson's Disease,Genetic,10.82,1.72,1.0,61+,Other,159504,74.58,0.94,2.21,Medication,34557,No,56.92,515,9.06,62862,0.78,53.9,False,5572.3,0.0924129008409574,Low,1.575
South Korea,2018,Hepatitis,Metabolic,9.87,13.22,1.49,0-18,Other,167389,57.52,1.96,4.41,Vaccination,42130,No,54.15,4491,3.34,86375,0.59,75.57,False,66045.9933,0.1509472191267349,Low,3.185
Japan,2015,Parkinson's Disease,Autoimmune,19.76,4.92,4.44,0-18,Male,892601,81.01,3.63,6.76,Therapy,46696,Yes,74.92,4023,6.67,50713,0.5,55.33,False,352955.49120000005,0.22468498557765293,Medium,5.195
China,2022,Parkinson's Disease,Viral,16.51,10.8,6.89,36-60,Female,641477,89.18,3.12,3.05,Therapy,32434,Yes,68.82,3064,6.09,84511,0.61,64.95,False,348541.9496,0.4172975592029555,High,3.085
Italy,2017,Leprosy,Neurological,14.79,12.48,8.01,0-18,Other,853446,66.65,1.85,8.64,Therapy,5566,Yes,80.45,3340,5.52,74715,0.76,31.4,False,395682.78599999996,0.541545534446623,High,5.245
Argentina,2016,Alzheimer's Disease,Chronic,5.99,6.87,2.27,0-18,Female,218729,59.13,2.73,3.62,Vaccination,3332,No,96.5,1287,8.11,62475,0.76,23.18,False,17499.7251,0.37890168586212647,Medium,3.175
Canada,2018,Tuberculosis,Genetic,13.15,6.35,1.71,0-18,Female,480150,52.77,3.82,9.09,Surgery,48004,Yes,78.7,191,0.87,7193,0.66,89.15,False,4294.9214999999995,0.13002813474260513,Low,6.455
India,2014,Rabies,Chronic,13.25,11.19,0.93,61+,Male,536630,95.48,3.07,6.48,Surgery,10872,No,72.08,1411,3.92,84732,0.89,69.29,False,17387.0475,0.070183382386235,Low,4.775
Nigeria,2011,Tuberculosis,Viral,7.97,12.59,5.17,19-35,Female,823321,78.59,0.72,5.03,Vaccination,7698,Yes,94.27,3163,0.07,20536,0.63,79.67,False,130331.09869999999,0.6486011792748714,Medium,2.875
UK,2006,Cholera,Viral,6.91,3.77,3.08,61+,Other,433609,70.87,3.49,6.44,Medication,4537,No,50.65,303,4.05,47159,0.7,67.59,False,6448.688400000001,0.4456663290406598,Medium,4.965
Saudi Arabia,2021,Hypertension,Cardiovascular,1.99,7.85,8.97,61+,Male,617864,93.36,1.47,7.04,Vaccination,31105,No,61.09,1211,0.92,50754,0.75,29.83,False,21616.7133,4.50527373179307,Medium,4.255
South Korea,2007,Diabetes,Cardiovascular,11.34,8.78,7.59,19-35,Other,21157,92.64,1.69,8.79,Vaccination,40766,No,96.77,2240,5.8,98242,0.81,53.48,False,192798.144,0.6692531522793405,High,5.239999999999999
Canada,2023,Tuberculosis,Viral,6.42,3.81,0.7,36-60,Other,686111,98.89,4.29,9.44,Medication,18881,No,93.85,4656,5.08,47841,0.74,62.28,False,20924.064,0.10901728702694283,Low,6.865
South Africa,2013,HIV/AIDS,Neurological,19.29,14.28,3.29,19-35,Other,695916,77.11,3.03,3.9,Therapy,18327,Yes,56.17,227,8.14,1308,0.42,62.83,False,14406.350699999999,0.17054585039655798,Medium,3.465
USA,2000,Zika,Genetic,8.82,12.32,5.21,19-35,Female,29701,65.37,4.77,8.54,Surgery,23521,Yes,74.58,2311,5.13,7963,0.55,45.43,False,106195.5342,0.5906359823149303,Medium,6.654999999999999
Turkey,2004,COVID-19,Cardiovascular,18.38,5.19,7.2,0-18,Other,690332,97.8,4.9,5.22,Vaccination,34871,Yes,62.62,2263,4.91,76893,0.55,28.08,False,299476.36799999996,0.3917088297698711,High,5.0600000000000005
Italy,2002,Diabetes,Infectious,3.28,13.07,1.28,36-60,Male,522765,65.3,2.69,7.7,Vaccination,4919,Yes,73.12,3899,3.71,52673,0.74,38.44,False,16369.561599999997,0.39012496190185925,Low,5.195
USA,2018,Cholera,Parasitic,1.48,8.82,6.4,0-18,Other,373835,75.6,1.37,2.98,Medication,6866,No,80.27,1448,8.76,17991,0.85,35.71,False,13715.456,4.321404456448346,Medium,2.175
Saudi Arabia,2018,Zika,Parasitic,10.97,10.66,3.08,61+,Female,170195,90.55,3.63,8.75,Surgery,44531,No,52.01,1943,5.18,72531,0.74,29.42,False,65649.3068,0.280740133078115,Medium,6.1899999999999995
China,2007,HIV/AIDS,Cardiovascular,6.02,9.99,8.33,0-18,Female,139873,52.22,0.84,4.07,Medication,20711,Yes,57.34,1701,6.71,31191,0.75,25.04,False,85299.3666,1.3834911144328186,Medium,2.455
Turkey,2020,Asthma,Parasitic,2.2,3.76,6.58,0-18,Other,161713,74.62,1.81,6.33,Surgery,3135,Yes,72.35,3120,4.23,39084,0.59,49.37,False,45165.12,2.9895502044525215,Medium,4.07
Brazil,2010,Alzheimer's Disease,Genetic,18.51,9.4,3.27,36-60,Male,229369,56.37,1.94,1.01,Medication,33202,No,52.48,3853,6.69,38627,0.41,55.95,False,233213.2281,0.176651720598563,Medium,1.475
UK,2017,Hepatitis,Cardiovascular,7.14,0.12,9.11,19-35,Female,642844,95.41,2.88,3.95,Therapy,25989,Yes,95.14,1909,6.71,54448,0.73,64.56,False,124171.66859999998,1.2757316902394622,Medium,3.415
Japan,2021,Tuberculosis,Viral,15.21,12.98,1.72,0-18,Other,788908,74.68,2.89,8.99,Vaccination,12720,No,65.24,2614,7.27,69921,0.42,20.0,False,68385.3768,0.11307606337518901,Low,5.94
Saudi Arabia,2001,Alzheimer's Disease,Infectious,14.9,5.51,7.98,36-60,Other,597943,86.67,1.38,7.27,Medication,10298,Yes,96.17,2710,1.78,18229,0.54,48.61,False,322224.42000000004,0.5355345278840347,High,4.324999999999999
Japan,2002,Polio,Neurological,7.43,7.34,4.8,36-60,Female,512785,79.39,4.56,4.43,Surgery,10459,No,71.88,1819,6.93,79397,0.8,46.45,False,64872.81599999999,0.6459426725878078,Medium,4.494999999999999
USA,2017,Rabies,Bacterial,14.37,1.75,2.97,19-35,Female,186622,70.32,2.67,5.37,Medication,817,No,65.43,394,8.08,43805,0.58,48.41,False,16815.4866,0.20666620276946632,Medium,4.02
USA,2013,HIV/AIDS,Genetic,19.79,7.24,9.49,19-35,Other,364127,90.84,4.12,8.95,Therapy,41680,No,87.0,1089,1.12,54044,0.75,69.57,False,204521.9319,0.4795108887878329,High,6.535
South Africa,2013,Measles,Cardiovascular,18.3,5.38,0.74,19-35,Other,33495,71.24,2.55,9.16,Therapy,25521,Yes,90.51,311,6.9,78764,0.85,29.1,False,4211.562,0.04043494890989563,Low,5.855
Mexico,2008,Alzheimer's Disease,Metabolic,16.33,8.53,2.43,0-18,Female,145346,77.66,3.8,8.72,Vaccination,10860,No,91.98,2814,5.5,10606,0.56,24.6,False,111664.8666,0.14879676688506524,Medium,6.26
Argentina,2005,Tuberculosis,Respiratory,1.1,1.8,0.94,0-18,Other,463080,68.48,2.48,6.43,Therapy,43064,No,67.41,877,3.08,69533,0.76,63.49,False,906.818,0.8537693006357856,Low,4.455
Italy,2021,Hypertension,Bacterial,5.13,13.28,3.73,36-60,Other,815128,73.29,3.28,0.8,Vaccination,18587,No,95.65,2752,0.4,30717,0.86,38.68,False,52659.24479999999,0.7269538101734554,Medium,2.04
France,2022,Alzheimer's Disease,Respiratory,9.74,0.11,9.08,19-35,Other,521035,76.8,2.09,5.18,Surgery,34078,Yes,60.41,2691,6.3,54933,0.67,42.63,False,237989.8872,0.9321424905040551,Medium,3.635
Australia,2017,Ebola,Parasitic,2.55,0.18,4.45,0-18,Other,656717,75.14,3.66,3.16,Surgery,36470,No,79.6,891,4.72,60224,0.76,31.14,False,10110.6225,1.7444139553116427,Medium,3.41
South Africa,2000,Dengue,Chronic,7.57,5.15,7.84,19-35,Other,982205,53.84,1.97,9.64,Vaccination,15136,Yes,63.35,3282,2.63,74544,0.73,47.02,False,194782.76160000003,1.035530313036587,Medium,5.805000000000001
UK,2019,Polio,Infectious,14.58,12.02,6.27,0-18,Female,802078,68.98,2.62,5.39,Vaccination,34724,No,50.78,1993,4.88,16531,0.41,73.02,False,182193.28379999998,0.43001165900829846,High,4.005
India,2022,Hypertension,Metabolic,3.59,10.93,6.67,0-18,Other,135528,91.72,4.76,5.74,Surgery,10962,No,86.82,3114,9.52,10797,0.81,26.18,False,74565.6642,1.8574213311055416,Medium,5.25
India,2007,Asthma,Respiratory,14.68,1.95,3.49,36-60,Male,368988,81.25,3.16,7.26,Surgery,571,Yes,66.31,4674,7.29,92009,0.8,86.69,False,239463.9768,0.23772222600640286,Medium,5.21
Australia,2008,Ebola,Chronic,8.82,14.58,6.19,19-35,Other,615081,96.5,3.53,3.77,Therapy,38502,No,97.71,4558,4.95,16395,0.44,30.66,False,248847.6564,0.7017344972225372,Medium,3.65
South Africa,2017,Influenza,Neurological,2.99,9.55,6.98,61+,Female,621413,74.14,3.52,4.59,Vaccination,38940,Yes,96.45,3474,7.16,94227,0.67,48.63,False,72503.07480000002,2.3336676696756937,Medium,4.055
Saudi Arabia,2019,Ebola,Infectious,3.48,3.17,5.5,19-35,Other,726246,93.0,1.46,8.01,Vaccination,46299,No,60.8,677,0.65,9936,0.44,26.28,False,12957.78,1.5800057454754382,Medium,4.734999999999999
Turkey,2019,Diabetes,Autoimmune,9.7,12.71,6.56,61+,Female,825261,95.93,0.65,5.3,Vaccination,7599,No,62.68,816,3.94,87111,0.88,71.5,False,51923.71199999999,0.6762189465003609,Medium,2.975
Indonesia,2002,Ebola,Metabolic,3.35,14.67,6.23,36-60,Male,412329,98.65,2.56,1.1,Surgery,8065,Yes,65.68,1373,1.96,28644,0.75,55.04,False,28655.196500000005,1.859146523425843,Medium,1.83
Japan,2002,Zika,Metabolic,9.87,1.16,3.67,36-60,Other,878568,93.92,0.82,7.33,Surgery,26519,Yes,78.41,942,4.74,57455,0.82,42.6,False,34121.9718,0.3717961706007497,Medium,4.075
Argentina,2010,Cancer,Neurological,10.64,13.32,4.33,61+,Female,170460,66.07,0.69,3.05,Surgery,41277,Yes,62.55,4465,7.85,54952,0.45,33.88,False,205707.90800000002,0.40691664317263415,Medium,1.8699999999999999
USA,2007,Alzheimer's Disease,Bacterial,2.24,8.24,3.74,0-18,Other,185948,93.99,4.92,6.5,Vaccination,38552,Yes,78.01,1628,1.56,77257,0.8,53.63,False,13638.732800000002,1.6688978134761268,Medium,5.71
Argentina,2022,Measles,Parasitic,7.24,1.22,1.33,0-18,Other,482656,91.11,2.39,8.47,Therapy,29487,Yes,59.9,4946,4.05,86874,0.67,55.96,False,47626.0232,0.1836762878055517,Low,5.430000000000001
Russia,2014,Dengue,Parasitic,4.53,0.93,3.99,36-60,Female,426483,74.22,0.67,9.75,Medication,26386,No,53.9,1716,8.55,60186,0.58,72.12,False,31016.185200000007,0.8806003089825645,Medium,5.21
India,2012,Ebola,Viral,10.16,3.07,2.59,61+,Other,801401,76.31,4.66,4.58,Surgery,36010,No,57.23,4266,0.98,40366,0.78,80.23,False,112257.2304,0.25489617163664996,Medium,4.62
Russia,2014,Leprosy,Respiratory,14.21,5.68,6.35,19-35,Other,939342,72.83,3.07,3.93,Medication,1689,No,94.8,1148,1.92,19474,0.6,69.03,False,103588.058,0.44683695728660894,High,3.5
Japan,2011,Dengue,Respiratory,10.28,10.25,7.81,0-18,Female,380171,69.13,1.39,2.65,Vaccination,44167,No,51.23,1808,9.77,21088,0.66,44.85,False,145158.53439999997,0.759653730181889,High,2.02
Japan,2020,Hypertension,Neurological,6.36,8.58,8.93,61+,Male,863412,86.41,3.2,4.6,Therapy,38006,No,84.71,4296,5.02,2822,0.87,50.97,False,243990.4608,1.403867316459676,Medium,3.9
Germany,2015,Dengue,Chronic,18.22,1.65,3.67,36-60,Other,645142,63.41,2.77,4.32,Vaccination,8540,No,91.76,2531,2.67,72728,0.9,77.88,False,169241.3894,0.20141594863070084,Medium,3.545
Australia,2018,Zika,Parasitic,9.36,2.75,2.78,19-35,Other,120770,63.51,2.5,1.69,Therapy,19594,Yes,58.08,1776,9.02,87589,0.74,56.13,False,46212.9408,0.29697681871594916,Medium,2.0949999999999998
France,2023,Ebola,Genetic,2.21,1.81,3.71,61+,Female,517656,85.7,2.93,9.65,Vaccination,18129,No,98.66,4180,8.85,12869,0.65,58.57,False,34272.238,1.6779737675260065,Medium,6.29
Germany,2009,Parkinson's Disease,Infectious,8.86,10.75,7.59,0-18,Male,446566,93.78,4.57,1.24,Surgery,23251,Yes,80.51,4446,9.75,68374,0.54,25.54,False,298981.9404,0.8565624647331002,Medium,2.9050000000000002
Mexico,2022,Polio,Metabolic,6.48,2.77,9.62,0-18,Other,723872,55.5,1.12,3.37,Medication,30893,Yes,80.16,3550,3.93,44647,0.78,41.23,False,221298.48,1.48433883659929,Medium,2.245
Russia,2008,Measles,Autoimmune,18.57,12.33,9.33,0-18,Other,497414,63.15,1.18,8.85,Surgery,35401,No,89.09,1519,9.96,17946,0.57,67.12,False,263179.0539,0.5023962091432879,High,5.015
Japan,2015,Polio,Metabolic,11.79,10.41,7.26,0-18,Female,893568,70.97,2.47,6.22,Medication,15649,No,83.76,221,7.88,48171,0.9,83.56,False,18916.5834,0.6157238571792045,High,4.345
Saudi Arabia,2005,Measles,Parasitic,14.97,8.01,6.08,61+,Male,603854,79.8,1.57,9.37,Vaccination,17657,Yes,69.15,2266,0.07,64273,0.85,41.95,False,206245.8816,0.40611849575846637,High,5.47
USA,2020,COVID-19,Genetic,7.98,10.12,1.5,36-60,Other,930826,72.75,2.88,3.17,Vaccination,10106,Yes,62.83,2202,0.8,86823,0.63,56.16,False,26357.940000000002,0.18794637263500813,Low,3.025
Mexico,2024,Hepatitis,Respiratory,11.77,9.42,4.35,61+,Female,69282,58.53,3.47,8.19,Vaccination,13085,No,60.02,488,5.69,19478,0.75,79.09,False,24985.355999999996,0.36955228952510405,Medium,5.83
Indonesia,2010,Diabetes,Infectious,7.78,9.71,7.17,36-60,Other,270942,59.8,1.53,8.0,Medication,30728,Yes,57.37,3867,6.11,99170,0.58,51.2,False,215711.31420000002,0.9214753887675106,Medium,4.765
Australia,2016,Tuberculosis,Viral,18.22,8.53,4.6,0-18,Other,842062,85.88,1.2,1.53,Therapy,20423,Yes,96.45,2281,1.58,12502,0.59,69.24,False,191175.17199999996,0.2524559574117776,Medium,1.365
Japan,2004,Polio,Infectious,2.66,13.79,2.3,61+,Other,527632,59.17,1.8,2.91,Therapy,46045,No,91.39,1064,0.53,3001,0.45,56.33,False,6509.552,0.864336715520481,Medium,2.355
UK,2022,Dengue,Chronic,10.2,10.11,5.78,61+,Female,275470,67.89,3.56,2.17,Therapy,31522,No,70.34,3351,8.6,82420,0.61,63.23,False,197561.55599999998,0.5666111165572004,High,2.865
Germany,2012,Polio,Genetic,17.81,3.22,6.52,36-60,Male,261153,87.68,1.04,8.12,Medication,36736,No,57.39,1218,1.57,35039,0.83,55.19,False,141435.62159999998,0.3660659143226096,High,4.58
Canada,2013,Influenza,Infectious,3.29,5.67,0.45,61+,Other,573730,71.45,2.72,5.6,Medication,2432,No,60.57,3922,3.77,59841,0.72,23.59,False,5806.521000000001,0.13673655423883319,Low,4.16
Brazil,2023,Influenza,Autoimmune,0.66,8.1,4.28,36-60,Other,895225,77.15,2.87,4.35,Medication,30017,No,62.89,2471,6.71,55344,0.86,40.21,False,6980.080800000001,6.475037821482602,Medium,3.61
Saudi Arabia,2003,Dengue,Metabolic,9.39,12.88,2.31,36-60,Male,835860,64.19,3.84,8.72,Surgery,27503,Yes,64.99,1809,9.86,54216,0.73,60.14,False,39238.83810000001,0.24598019380257694,Medium,6.28
UK,2023,Diabetes,Neurological,7.34,12.78,1.23,0-18,Female,901265,61.48,4.18,8.0,Surgery,27554,No,56.55,1493,1.09,79908,0.67,30.44,False,13479.1026,0.16755210461789946,Low,6.09
Mexico,2010,Malaria,Respiratory,11.79,10.8,4.86,0-18,Other,561213,61.14,1.72,3.86,Surgery,4709,No,65.27,1462,5.62,72940,0.65,51.63,False,83771.7228,0.4121787804257485,Medium,2.79
Japan,2018,Malaria,Parasitic,17.24,3.12,2.48,61+,Male,505729,76.71,4.92,8.61,Surgery,12544,Yes,51.77,497,8.7,91627,0.57,69.74,False,21249.334399999996,0.1438431645496201,Medium,6.765
Japan,2016,Hypertension,Metabolic,11.5,10.85,8.27,36-60,Other,534153,53.76,3.63,1.5,Surgery,47775,Yes,80.91,3538,3.71,58402,0.45,48.34,False,336481.49,0.7190679071385097,High,2.565
Germany,2017,Cholera,Genetic,13.44,13.97,5.67,0-18,Other,324424,86.88,1.84,2.43,Vaccination,40434,Yes,65.37,4116,3.31,76927,0.55,61.5,False,313658.9568,0.42184361282642663,High,2.1350000000000002
UK,2005,Diabetes,Viral,2.09,8.43,2.53,36-60,Female,678439,73.98,2.62,9.11,Vaccination,11092,No,57.86,4007,2.69,80516,0.7,42.72,False,21187.813899999997,1.209947393591583,Medium,5.865
USA,2018,Ebola,Respiratory,16.94,2.86,0.92,61+,Female,835173,92.28,1.52,7.99,Vaccination,13387,Yes,92.75,2778,7.63,47404,0.55,66.99,False,43294.574400000005,0.05430612124431851,Low,4.755
Turkey,2016,Cancer,Metabolic,16.8,7.88,1.47,61+,Female,8509,74.18,2.23,6.99,Vaccination,48377,Yes,74.05,2404,6.1,5471,0.59,34.19,False,59369.184,0.08749479197666804,Low,4.61
Argentina,2021,Diabetes,Autoimmune,7.04,13.58,2.54,0-18,Male,93080,90.87,4.64,3.67,Medication,9964,Yes,93.78,4244,0.87,41000,0.8,21.77,False,75889.5104,0.36074421246981964,Medium,4.154999999999999
Nigeria,2024,Alzheimer's Disease,Respiratory,0.15,5.71,4.35,19-35,Male,482784,58.98,3.05,5.66,Surgery,11128,Yes,86.6,4958,6.73,15835,0.62,33.1,False,3235.095,28.807947019867548,Medium,4.355
Australia,2020,Asthma,Chronic,9.32,6.26,1.07,61+,Other,240667,61.48,4.09,3.47,Therapy,9268,Yes,84.59,3402,4.74,65015,0.53,44.34,False,33926.1048,0.11479454994099346,Low,3.7800000000000002
Mexico,2020,Polio,Viral,11.67,4.69,8.25,0-18,Male,497396,76.32,1.11,7.11,Medication,37750,Yes,82.74,3660,7.7,80531,0.86,74.01,False,352375.65,0.706880301602262,High,4.11
Saudi Arabia,2013,Polio,Infectious,14.92,0.34,4.22,61+,Female,746800,73.02,2.65,7.27,Therapy,8606,No,84.27,3961,3.95,92861,0.89,34.27,False,249394.06639999998,0.2828228671000603,Medium,4.96
Argentina,2015,Hypertension,Bacterial,4.67,0.99,5.24,0-18,Female,592570,96.73,2.79,6.87,Medication,37626,Yes,67.23,213,6.04,653,0.88,89.49,False,5212.280400000001,1.1218154570755727,Medium,4.83
France,2020,Hypertension,Chronic,7.39,7.08,6.41,19-35,Female,494939,99.19,4.15,8.66,Vaccination,9897,Yes,79.18,1782,1.73,66983,0.72,53.19,False,84413.1618,0.8672710052766879,Medium,6.405
Brazil,2016,Cholera,Respiratory,14.04,10.84,5.49,0-18,Male,737027,59.39,2.18,9.67,Therapy,26402,Yes,81.41,1194,2.29,3937,0.43,25.96,False,92033.0424,0.3909977921800442,High,5.925
Turkey,2014,Rabies,Chronic,6.92,6.51,4.32,36-60,Male,621413,87.87,4.5,2.32,Vaccination,32243,No,63.61,154,9.04,10248,0.81,65.26,False,4603.7376,0.6241872561768531,Medium,3.41
Saudi Arabia,2023,Hepatitis,Infectious,2.3,14.72,1.95,0-18,Male,131775,89.6,1.27,0.96,Medication,17264,Yes,51.78,2402,6.12,18513,0.79,73.75,False,10772.97,0.8474576271186441,Low,1.115
China,2020,Parkinson's Disease,Metabolic,2.89,10.69,6.46,61+,Male,836994,96.87,2.96,9.57,Vaccination,32927,Yes,94.79,815,5.63,3568,0.71,69.73,False,15215.561,2.2345209270148736,Medium,6.265000000000001
UK,2010,Cholera,Respiratory,12.48,1.08,2.97,0-18,Other,234441,77.59,3.37,5.05,Medication,46740,Yes,89.93,3279,1.04,95286,0.84,57.81,False,121538.10240000002,0.23796170178671583,Medium,4.21
China,2018,Zika,Autoimmune,18.46,8.08,5.69,0-18,Male,348945,67.39,2.36,6.85,Surgery,46042,Yes,50.69,3765,8.07,3096,0.83,87.26,False,395465.81100000005,0.3082173230052543,High,4.6049999999999995
Australia,2010,Influenza,Respiratory,18.08,3.54,2.45,0-18,Male,471135,99.31,4.54,5.29,Vaccination,23844,No,56.08,4599,1.36,19457,0.4,67.55,False,203717.304,0.13550135501355015,Medium,4.915
South Africa,2003,Cancer,Infectious,17.27,10.62,9.06,61+,Female,894165,98.6,3.64,5.52,Vaccination,26710,Yes,89.14,4251,9.42,98720,0.75,69.15,False,665137.8162000001,0.5245787736668404,High,4.58
Saudi Arabia,2019,Polio,Metabolic,13.56,14.86,6.16,0-18,Female,258387,85.99,1.0,5.45,Surgery,36583,Yes,60.55,3010,1.01,78311,0.68,72.73,False,251424.09600000002,0.45424378733131776,High,3.225
USA,2018,Cancer,Chronic,3.03,5.14,7.52,0-18,Male,271817,83.39,3.09,7.31,Vaccination,20646,Yes,56.71,3666,7.44,40714,0.51,27.25,False,83532.00959999999,2.4810293632464533,Medium,5.199999999999999
UK,2002,Zika,Neurological,17.77,0.7,0.13,0-18,Other,651286,89.04,0.67,2.44,Therapy,20621,No,70.33,3130,9.57,23983,0.72,83.0,False,7230.612999999999,0.0073152889539136795,Low,1.555
Argentina,2014,Measles,Viral,14.73,2.21,9.45,36-60,Other,243141,73.89,2.57,3.94,Vaccination,32406,No,84.12,4418,3.46,89529,0.49,26.72,False,614978.973,0.6415043106374312,High,3.255
USA,2008,Leprosy,Genetic,13.53,10.09,8.62,61+,Other,716611,67.99,1.72,8.31,Therapy,10548,No,58.8,2224,2.55,19652,0.71,24.2,False,259382.00639999995,0.6370556499889144,High,5.015000000000001
India,2000,Hepatitis,Neurological,8.49,4.34,1.77,0-18,Female,374996,97.78,3.68,9.35,Medication,14260,Yes,60.51,562,9.06,3201,0.76,65.25,False,8445.3426,0.20845601224826288,Low,6.515
Saudi Arabia,2004,COVID-19,Cardiovascular,1.65,12.02,9.77,0-18,Female,314182,87.27,3.52,3.75,Medication,15325,Yes,68.33,3757,6.57,1007,0.77,61.6,False,60564.7185,5.91762568140521,Medium,3.635
South Korea,2019,Parkinson's Disease,Genetic,15.61,14.52,5.34,0-18,Female,419229,61.73,3.82,1.48,Therapy,49397,Yes,92.16,4010,4.24,61258,0.81,26.77,False,334263.174,0.3420664915764525,High,2.65
UK,2017,Asthma,Parasitic,0.37,6.14,5.91,61+,Other,198297,89.02,0.84,6.01,Medication,20439,No,80.68,308,3.12,9665,0.45,27.66,False,673.5036,15.929919137466308,Medium,3.425
Saudi Arabia,2000,Ebola,Neurological,9.03,4.18,4.39,0-18,Female,711859,72.05,3.9,8.83,Therapy,40380,No,98.02,3010,2.32,14827,0.8,60.09,False,119321.51699999998,0.48610342154800135,Medium,6.365
Mexico,2008,Malaria,Respiratory,18.21,3.65,6.13,19-35,Male,407195,79.15,1.94,1.39,Medication,16607,No,90.88,1181,9.91,76975,0.81,48.34,False,131831.8413,0.33660974136510896,High,1.665
India,2002,Dengue,Infectious,2.95,10.77,1.95,61+,Female,844402,55.35,2.9,7.41,Therapy,44688,No,53.58,1279,4.67,7651,0.65,70.3,False,7357.4475,0.6607929515418501,Low,5.155
Russia,2021,Zika,Cardiovascular,16.17,7.54,3.65,0-18,Female,148708,82.33,1.29,7.11,Therapy,21457,Yes,92.48,2147,0.15,19704,0.9,40.42,False,126717.01350000002,0.22571269556613688,Medium,4.2
Nigeria,2011,Ebola,Bacterial,8.28,13.19,4.82,61+,Other,55267,93.99,1.77,4.34,Surgery,19352,Yes,65.49,1786,0.36,47068,0.6,36.52,False,71278.5456,0.5820553073300327,Medium,3.0549999999999997
Russia,2018,Ebola,Autoimmune,1.77,12.57,4.92,19-35,Female,421469,69.18,2.47,1.76,Therapy,46605,Yes,74.31,3914,7.93,23838,0.76,26.81,False,34084.677599999995,2.7780914737436477,Medium,2.115
Brazil,2012,Hypertension,Chronic,10.11,7.29,1.32,36-60,Male,872824,94.01,1.02,7.09,Vaccination,2952,Yes,92.0,4039,6.2,86737,0.78,45.9,False,53901.262800000004,0.13055088517456237,Low,4.055
UK,2020,Ebola,Parasitic,15.27,4.05,4.67,36-60,Female,48243,91.2,2.75,1.59,Therapy,47626,Yes,77.06,2417,8.89,77922,0.49,56.65,False,172358.44530000002,0.30580839499705326,Medium,2.17
UK,2023,Asthma,Cardiovascular,6.35,8.65,1.31,19-35,Female,866844,61.49,0.66,9.12,Medication,29529,No,74.95,4849,7.48,62029,0.69,55.33,False,40336.406500000005,0.20626672964887421,Low,4.89
Indonesia,2000,COVID-19,Chronic,5.25,11.17,5.62,0-18,Other,399504,61.97,4.52,5.92,Medication,3954,Yes,62.19,4511,9.61,41104,0.84,23.2,False,133097.055,1.0702723290801752,Medium,5.22
Russia,2018,Asthma,Bacterial,1.15,0.13,6.85,61+,Male,561285,54.58,2.92,4.17,Surgery,39005,No,62.64,1763,7.17,27286,0.86,75.56,False,13888.032499999998,5.951346655082538,Medium,3.545
Germany,2015,Zika,Respiratory,6.28,0.18,1.98,36-60,Other,775506,95.94,0.62,1.87,Vaccination,8992,Yes,87.19,2906,1.34,93896,0.71,65.84,False,36134.3664,0.31523642732049034,Low,1.245
South Korea,2021,Leprosy,Cardiovascular,4.28,9.54,1.04,19-35,Male,187106,62.38,1.0,1.9,Therapy,29839,Yes,89.17,2121,8.99,15831,0.47,62.64,False,9440.9952,0.24293389395001166,Low,1.45
Indonesia,2021,Hypertension,Infectious,9.64,2.08,2.86,36-60,Other,735671,89.22,1.27,6.47,Therapy,1784,Yes,70.19,4215,0.08,39702,0.68,50.25,False,116209.236,0.2966497251322477,Medium,3.87
South Korea,2010,Hepatitis,Cardiovascular,18.33,12.22,8.71,19-35,Other,988040,50.5,3.28,9.14,Therapy,32977,Yes,76.46,1038,5.15,24746,0.79,34.28,False,165721.16340000002,0.4751513829032787,High,6.21
